,Figurinha,Sim 1,Sim 2,Sim 3,Sim 4,Sim 5,Sim 6,Sim 7,Sim 8,Sim 9,Sim 10,Sim 11,Sim 12,Sim 13,Sim 14,Sim 15,Sim 16,Sim 17,Sim 18,Sim 19,Sim 20,Sim 21,Sim 22,Sim 23,Sim 24,Sim 25,Sim 26,Sim 27,Sim 28,Sim 29,Sim 30,Sim 31,Sim 32,Sim 33,Sim 34,Sim 35,Sim 36,Sim 37,Sim 38,Sim 39,Sim 40,Sim 41,Sim 42,Sim 43,Sim 44,Sim 45,Sim 46,Sim 47,Sim 48,Sim 49,Sim 50,Sim 51,Sim 52,Sim 53,Sim 54,Sim 55,Sim 56,Sim 57,Sim 58,Sim 59,Sim 60,Sim 61,Sim 62,Sim 63,Sim 64,Sim 65,Sim 66,Sim 67,Sim 68,Sim 69,Sim 70,Sim 71,Sim 72,Sim 73,Sim 74,Sim 75,Sim 76,Sim 77,Sim 78,Sim 79,Sim 80,Sim 81,Sim 82,Sim 83,Sim 84,Sim 85,Sim 86,Sim 87,Sim 88,Sim 89,Sim 90,Sim 91,Sim 92,Sim 93,Sim 94,Sim 95,Sim 96,Sim 97,Sim 98,Sim 99,Sim 100,Valores,Teóricos
569,570,4,10,18,11,2,4,13,10,2,5,12,22,6,1,5,10,14,7,4,8,12,4,11,1,3,2,9,5,22,16,7,6,2,19,20,11,10,6,28,9,6,7,5,29,4,5,3,7,15,5,3,6,4,4,9,12,16,2,16,6,5,21,38,3,3,7,3,24,6,2,16,3,4,3,13,2,3,1,7,4,1,6,9,53,5,22,14,4,22,11,2,10,9,15,8,3,3,2,9,12,9.621212121212121,82.94651056014692
570,571,12,9,4,11,11,15,18,17,29,11,18,1,1,7,3,20,3,8,12,6,43,5,36,7,37,3,28,1,25,1,33,27,1,2,15,14,4,7,12,26,9,2,4,6,12,3,3,43,3,3,9,7,9,15,4,8,16,8,3,1,6,3,9,20,2,1,4,17,3,7,6,6,10,6,1,1,7,10,3,13,1,5,19,22,6,13,13,2,9,3,5,39,7,1,4,2,2,13,7,33,9.76923076923077,85.66863905325444
571,572,20,1,7,2,20,1,13,3,1,1,10,14,1,17,5,24,4,5,4,2,2,5,1,28,25,12,18,3,1,3,30,29,2,12,9,24,1,8,12,46,6,4,10,4,5,1,10,7,22,21,1,10,44,8,34,5,12,8,2,2,7,18,5,9,4,10,4,6,1,8,12,20,3,3,1,4,19,5,1,9,4,4,8,1,11,1,5,7,10,11,5,4,1,7,15,47,15,10,1,5,9.921875,88.521728515625
572,573,2,20,11,2,11,1,4,41,1,1,7,5,4,4,19,2,45,2,1,1,29,12,3,9,8,6,6,12,2,10,11,3,9,51,17,9,7,2,23,6,4,1,4,10,5,19,6,34,2,6,9,16,4,14,1,50,3,20,17,2,1,1,17,30,16,1,30,15,12,13,28,7,20,35,2,12,3,24,2,5,17,7,4,6,39,3,8,10,7,1,6,1,8,32,3,8,10,14,4,4,10.079365079365079,91.51423532375914
573,574,4,5,9,6,5,9,4,2,17,10,2,4,13,7,1,17,14,2,15,5,2,1,8,9,19,2,10,4,2,15,10,13,36,5,1,6,9,4,34,31,19,2,2,7,1,10,9,8,26,12,8,12,10,34,17,2,10,5,31,23,30,4,5,47,5,7,1,1,40,25,34,4,2,5,1,2,15,35,21,2,18,5,3,5,24,6,10,5,2,7,5,1,10,20,9,16,3,15,3,12,10.241935483870968,94.65530697190427
574,575,3,1,9,5,36,5,1,1,16,10,70,33,11,2,4,13,7,21,13,20,11,19,1,44,1,8,9,8,28,4,11,3,33,6,1,5,2,8,21,13,24,3,8,18,1,1,2,19,2,21,1,2,4,12,4,5,1,6,6,6,33,16,3,6,4,7,6,3,1,12,9,3,20,5,4,3,7,18,7,9,35,6,18,3,5,17,3,12,4,19,3,3,4,23,19,11,7,8,7,6,10.40983606557377,97.95485084654663
575,576,1,14,1,8,5,12,5,9,1,8,32,12,3,10,8,2,10,23,8,16,11,3,47,7,1,1,11,25,8,32,2,5,6,19,28,22,5,11,1,4,9,5,4,8,5,8,2,3,20,2,20,16,35,20,17,8,46,25,10,3,95,11,1,2,7,5,16,3,4,1,3,9,26,8,33,14,18,16,36,11,2,24,17,5,25,5,2,9,1,2,6,3,10,13,38,2,21,34,3,1,10.583333333333334,101.42361111111111
576,577,12,14,4,2,2,4,25,8,1,6,3,7,4,1,4,9,24,4,8,4,13,1,5,4,5,6,6,5,11,12,10,5,13,2,11,6,25,11,4,12,27,2,4,14,6,7,4,2,6,13,16,5,11,20,2,12,18,23,3,8,9,2,2,20,12,1,9,5,1,3,5,3,9,6,5,9,22,7,2,7,12,16,20,1,12,1,1,1,38,2,7,8,11,11,19,2,15,7,19,5,10.76271186440678,105.07325481183568
577,578,17,1,11,7,12,8,7,3,6,2,10,7,6,18,5,18,20,8,1,6,11,20,13,2,3,12,1,8,5,44,9,4,2,6,10,2,12,5,10,2,1,21,67,7,3,2,5,7,3,3,3,17,15,23,4,15,26,3,22,2,3,32,1,5,10,23,1,3,9,11,26,31,5,17,12,6,11,5,6,14,6,2,14,2,3,5,10,11,4,32,22,14,11,17,23,11,11,39,8,3,10.948275862068966,108.91646848989298
578,579,1,2,11,1,21,7,3,1,1,3,7,21,1,25,8,7,17,3,2,8,18,23,47,10,36,2,27,8,19,25,4,20,3,19,7,13,15,6,1,1,11,4,1,10,4,19,14,4,33,28,5,11,9,12,8,15,17,8,13,3,11,8,14,23,5,2,6,22,4,1,1,5,31,3,17,7,8,4,18,19,2,17,23,8,2,5,13,2,6,1,23,1,3,2,2,8,35,16,2,17,11.140350877192983,112.96706678978147
579,580,3,5,24,13,26,12,13,4,25,1,10,1,11,3,11,4,18,15,2,1,1,19,11,4,30,38,4,10,4,13,2,11,18,11,8,5,18,17,12,2,5,5,10,31,5,10,5,23,12,7,4,20,20,18,14,2,16,2,1,1,37,3,12,19,4,11,14,8,2,17,3,4,6,6,8,38,18,31,8,12,20,11,3,2,32,27,18,7,14,22,8,9,12,9,19,6,15,6,2,3,11.339285714285714,117.24011479591837
580,581,12,3,10,11,1,2,8,7,16,18,10,9,29,10,7,3,14,12,9,1,2,4,19,23,10,22,34,14,2,49,2,7,33,1,7,3,4,6,11,33,8,7,2,9,18,9,3,34,2,14,11,1,8,1,2,2,2,6,14,5,5,3,7,2,3,1,45,8,5,29,6,5,8,2,6,10,25,11,16,7,10,2,19,27,9,2,85,4,1,1,9,1,7,11,7,4,3,12,1,11,11.545454545454545,121.75206611570248
581,582,4,1,4,15,3,2,2,4,24,1,7,6,11,40,28,13,6,19,19,1,21,26,12,10,9,18,3,21,9,7,17,6,8,1,63,21,2,7,9,3,10,13,7,13,1,11,19,33,9,27,4,7,5,6,20,46,1,9,1,11,20,7,5,10,2,3,12,2,20,2,58,21,3,22,27,7,15,57,6,5,1,1,2,11,5,54,1,3,15,5,13,2,8,24,11,26,4,21,9,6,11.75925925925926,126.52091906721536
582,583,1,5,21,4,2,16,2,2,4,15,15,8,1,5,11,18,1,23,7,7,10,1,15,26,4,7,8,1,4,12,16,8,23,22,1,11,52,1,5,14,4,23,4,36,3,29,5,4,23,3,1,1,7,7,5,3,36,7,29,6,10,14,10,2,14,9,12,7,12,10,6,6,4,6,11,7,4,40,12,10,10,3,31,1,4,3,4,12,10,26,2,11,5,3,5,23,2,3,32,15,11.981132075471699,131.56639373442505
583,584,28,8,14,2,7,18,2,3,17,9,3,4,10,5,7,15,3,7,9,37,6,18,15,14,1,7,2,3,31,23,1,3,9,1,9,7,14,4,7,2,12,22,31,10,11,26,20,3,5,31,5,21,2,2,15,14,3,8,4,1,7,7,13,4,10,1,17,3,5,16,3,4,14,1,2,42,15,17,17,8,21,27,17,1,3,1,3,9,3,25,10,14,2,39,5,5,1,37,3,14,12.211538461538462,136.9101331360947
584,585,2,16,10,4,2,8,12,4,7,19,2,12,41,20,13,16,9,19,10,14,8,28,57,3,4,21,14,3,9,11,2,16,13,33,22,6,6,23,5,31,4,7,7,4,18,21,6,3,20,2,9,13,27,5,13,5,5,2,12,6,60,2,32,33,6,5,5,26,6,1,10,22,17,5,3,8,15,8,4,17,2,4,7,2,4,33,11,1,6,3,5,4,2,5,1,2,16,31,27,2,12.450980392156863,142.5759323337178
585,586,16,9,1,4,3,25,8,8,4,7,15,6,10,21,9,8,10,31,1,15,6,25,9,6,14,3,21,5,2,5,19,4,2,2,1,45,5,6,50,1,5,2,7,6,4,14,24,27,22,12,4,90,5,11,2,12,7,11,17,16,44,8,23,16,5,17,6,5,6,5,4,3,13,19,24,24,14,6,21,7,7,4,10,63,39,2,14,38,20,6,11,2,4,14,9,1,10,11,10,8,12.7,148.59
586,587,21,6,3,6,10,28,4,47,45,2,5,5,8,43,8,10,8,8,3,4,5,5,3,2,12,7,47,17,29,9,18,44,3,3,5,22,33,34,1,5,6,2,1,20,5,15,9,2,17,32,25,5,1,24,2,20,5,12,28,9,6,2,7,19,51,12,8,11,1,6,1,8,8,2,34,2,23,4,34,2,21,24,2,5,8,3,18,6,1,18,14,10,10,28,9,2,2,31,32,17,12.959183673469388,154.98125780924616
587,588,7,34,5,7,2,14,1,4,4,9,3,5,7,23,20,2,1,43,15,6,1,1,33,3,5,29,7,19,7,7,37,9,1,6,25,6,39,6,7,26,3,7,1,4,7,9,15,56,14,2,10,1,13,14,15,5,19,23,2,1,13,15,17,20,7,23,8,2,7,1,24,18,3,15,8,13,5,2,41,1,19,5,4,15,1,22,13,21,8,6,23,68,17,4,15,3,11,3,9,50,13.229166666666666,161.78168402777777
588,589,45,33,38,5,24,38,11,22,14,25,27,33,29,21,10,1,2,10,8,30,4,1,2,9,8,3,36,33,10,3,25,2,52,16,6,38,8,4,5,31,8,4,2,3,6,10,2,7,10,5,9,16,2,4,12,21,8,10,26,1,6,32,8,4,41,24,29,4,1,1,14,5,4,3,34,1,6,2,2,4,16,13,7,2,1,4,16,38,17,16,26,5,31,61,16,3,15,3,3,35,13.51063829787234,169.02670891806247
589,590,8,14,2,2,11,21,9,5,11,7,30,5,11,22,3,7,32,4,10,3,10,11,4,31,46,11,14,17,6,36,8,1,5,5,3,15,17,11,24,11,1,6,1,3,13,10,33,21,4,16,21,33,6,15,1,27,10,11,4,5,10,10,13,38,18,24,3,16,32,6,1,8,4,9,17,17,1,19,18,32,2,36,19,1,48,2,15,21,63,15,10,13,1,6,70,17,1,18,15,29,13.804347826086957,176.75567107750473
590,591,8,3,4,5,4,9,1,29,19,1,17,3,17,21,8,4,2,4,22,3,52,4,39,16,12,23,44,8,14,19,2,4,10,30,4,20,48,22,12,5,37,11,63,9,7,4,8,3,4,11,6,11,9,4,1,10,6,10,20,10,2,33,2,49,10,15,1,3,76,23,12,13,2,4,2,42,47,8,9,68,19,35,15,7,13,12,34,26,7,22,2,6,16,10,2,6,3,5,18,16,14.11111111111111,185.01234567901236
591,592,1,8,24,75,25,1,14,22,1,8,10,35,5,3,31,36,9,20,17,4,6,10,14,2,20,3,6,49,3,25,9,18,40,3,8,12,7,31,17,42,20,18,36,11,22,31,22,1,6,33,17,32,16,3,53,6,15,5,16,16,3,10,9,5,10,20,9,7,13,1,2,6,2,6,12,6,4,14,2,17,5,22,3,10,3,6,6,10,11,63,37,12,12,15,32,25,15,7,21,2,14.431818181818182,193.84555785123968
592,593,71,13,17,20,11,21,9,29,3,1,2,18,24,4,18,2,1,14,2,13,3,2,45,24,73,6,25,11,2,12,5,25,7,33,73,6,22,12,6,49,40,1,12,57,7,10,31,15,2,22,9,17,4,7,20,16,1,19,1,19,24,23,2,8,5,12,20,19,2,1,28,9,6,8,33,7,28,15,1,19,52,24,2,2,6,16,19,19,33,18,2,13,12,6,23,16,11,8,3,5,14.767441860465116,203.3098972417523
593,594,3,13,1,4,5,31,25,1,41,14,34,17,57,11,15,15,10,15,5,5,4,23,47,5,19,6,5,1,5,10,33,9,87,13,11,22,11,48,1,9,8,8,7,46,27,15,16,29,3,18,2,24,12,10,4,8,1,6,17,8,19,9,20,9,14,8,14,21,14,22,4,18,4,6,24,20,7,19,1,5,66,9,59,11,23,3,1,16,16,24,10,15,3,12,10,25,1,10,15,1,15.119047619047619,213.46655328798187
594,595,9,10,20,13,20,37,5,2,10,17,6,6,12,46,1,3,26,30,51,30,54,4,17,2,7,2,2,10,13,3,4,3,22,73,35,34,36,5,14,18,41,1,18,26,13,1,42,1,21,12,23,7,22,23,1,14,8,13,8,1,2,6,13,4,5,6,7,8,5,10,14,1,45,2,48,22,12,7,16,25,2,59,8,20,8,13,10,14,5,10,10,2,17,33,2,17,4,50,5,24,15.487804878048781,224.38429506246283
595,596,15,6,2,20,8,3,64,1,3,11,2,20,5,2,56,23,6,70,3,2,2,7,3,12,20,41,45,22,4,41,28,3,5,16,59,4,3,2,2,3,4,17,43,5,17,5,16,8,3,6,27,2,18,24,6,14,26,14,5,87,11,31,42,6,15,4,23,5,10,69,5,2,7,32,14,11,22,14,23,14,8,1,1,16,56,11,29,15,11,6,119,2,14,7,3,9,15,41,13,66,15.875,236.140625
596,597,5,5,7,34,29,9,9,15,22,50,15,6,2,28,3,62,6,8,37,15,23,4,18,3,2,3,25,3,8,31,11,16,6,21,32,10,4,25,27,21,11,8,11,37,2,83,15,34,56,5,19,5,50,37,36,26,7,6,14,54,14,23,36,28,16,11,47,82,2,31,7,3,1,83,55,13,14,15,71,34,4,3,8,33,29,6,1,12,1,5,19,9,20,3,21,8,19,4,28,14,16.28205128205128,248.82314266929652
597,598,24,31,20,16,57,2,69,30,16,52,2,37,2,3,10,7,30,13,6,6,37,4,1,15,8,18,4,72,25,6,28,12,8,7,8,25,14,11,24,10,4,23,23,28,30,3,14,11,12,9,20,10,31,4,21,71,17,15,35,4,3,27,16,56,10,13,28,33,9,2,2,33,15,5,23,2,9,27,5,7,6,18,6,10,4,2,37,6,25,34,10,19,6,3,10,41,21,10,12,18,16.710526315789473,262.531163434903
598,599,13,2,13,7,3,21,2,32,14,51,4,13,3,1,1,9,23,9,14,14,2,20,41,19,1,1,2,3,8,83,19,17,4,15,20,62,20,6,78,10,9,5,4,1,28,44,16,10,9,16,18,37,7,32,39,2,1,30,8,40,2,18,21,6,6,26,1,21,13,11,15,71,54,7,2,20,2,23,11,2,7,5,9,43,2,33,32,16,67,21,3,17,7,20,8,12,1,40,13,41,17.16216216216216,277.3776479181885
599,600,1,62,15,47,15,18,28,17,4,11,97,11,10,31,15,11,55,9,18,20,24,73,29,3,23,55,6,88,83,31,35,1,4,48,4,64,29,2,33,17,3,3,6,2,16,1,55,17,9,3,10,59,1,3,26,19,8,13,1,3,3,3,22,23,22,34,23,9,21,55,32,16,11,27,15,13,9,38,18,25,13,15,21,8,21,27,32,17,52,34,76,30,8,16,54,1,5,6,17,8,17.63888888888889,293.491512345679
600,601,43,58,17,21,24,36,3,20,12,50,16,28,7,31,3,19,13,1,5,1,11,2,29,22,9,13,12,1,6,31,6,36,18,23,20,11,37,7,24,3,36,62,38,143,2,17,4,6,8,3,9,3,2,40,30,18,1,33,23,1,6,2,2,3,34,5,18,1,36,4,26,11,28,1,4,6,10,4,31,12,12,16,8,7,1,6,19,3,3,8,12,45,26,3,34,1,6,26,15,16,18.142857142857142,311.0204081632653
601,602,10,12,4,5,12,9,40,38,18,3,27,4,26,18,18,21,79,52,10,3,18,22,3,15,1,7,3,14,8,10,51,36,37,95,5,16,21,36,3,51,32,5,14,14,5,17,9,12,43,1,48,40,34,8,37,16,4,8,3,2,41,77,21,1,18,7,2,2,3,4,3,2,27,40,38,9,16,17,7,21,13,67,15,20,23,14,52,1,24,10,12,5,71,34,15,17,9,26,4,3,18.676470588235293,330.1340830449827
602,603,10,29,9,8,1,8,11,7,60,22,66,71,15,9,60,27,2,14,11,29,3,5,11,9,6,1,44,31,8,8,11,11,6,7,4,29,22,16,37,5,13,26,1,9,4,14,25,10,2,32,58,43,22,51,10,21,2,2,4,44,14,1,64,5,65,52,14,3,2,10,43,10,10,20,4,13,10,3,1,6,18,38,8,28,42,3,7,16,10,94,25,37,26,86,21,30,43,8,56,3,19.242424242424242,351.0284664830119
603,604,10,43,12,11,10,12,20,5,27,1,63,14,28,13,8,66,7,28,20,2,11,9,26,25,6,7,31,29,15,40,9,7,17,24,3,11,18,66,32,56,3,56,36,26,12,17,42,18,20,11,16,12,22,62,32,15,14,6,90,18,24,1,26,8,29,30,29,19,22,4,17,48,25,28,11,41,2,6,15,16,8,10,1,26,2,6,20,46,5,27,18,43,4,22,93,1,34,19,4,12,19.84375,373.9306640625
604,605,1,15,4,10,17,51,72,37,22,10,24,50,8,15,14,18,45,2,9,49,7,3,61,3,32,9,61,4,25,50,14,18,55,3,2,15,14,73,21,39,29,44,33,13,2,33,7,51,11,12,14,8,18,94,21,21,70,9,6,77,4,1,15,12,1,6,2,5,45,32,22,1,16,19,13,4,46,139,6,28,41,88,55,12,30,17,17,17,26,94,32,5,49,20,19,41,10,13,44,5,20.483870967741936,399.105098855359
605,606,5,2,24,12,26,15,25,49,16,5,28,12,26,9,3,4,14,45,25,5,48,7,5,3,1,1,13,4,25,6,11,15,41,26,10,20,20,18,63,22,6,34,8,22,36,55,10,26,3,9,30,20,14,5,32,7,10,12,9,17,11,1,31,15,45,37,26,41,22,18,15,15,2,44,8,6,83,20,10,3,19,12,16,12,25,10,7,26,101,46,76,37,21,31,8,6,9,28,12,24,21.166666666666668,426.8611111111111
606,607,1,31,11,11,22,17,8,36,47,4,55,38,10,54,12,2,1,42,127,12,4,8,13,2,17,25,25,63,22,11,2,1,4,35,91,33,29,11,14,13,79,4,44,25,25,2,4,32,10,5,5,39,106,56,20,30,12,5,3,14,7,16,42,19,18,16,25,42,31,8,14,16,5,20,20,32,30,9,16,57,6,11,21,2,5,9,1,14,9,49,8,97,48,18,27,26,42,8,1,10,21.896551724137932,457.5624256837099
607,608,6,9,1,58,6,28,27,40,56,7,35,46,98,24,6,45,34,25,8,6,54,19,10,87,9,3,62,7,21,12,22,1,33,2,20,14,30,2,3,27,16,1,8,22,44,13,9,5,5,35,11,42,27,44,12,16,5,17,36,7,33,47,27,1,18,3,11,65,9,6,16,11,11,38,14,7,47,24,35,2,25,93,1,6,26,26,16,27,2,17,32,46,3,10,4,59,19,6,20,29,22.678571428571427,491.6390306122449
608,609,11,18,12,33,59,1,34,45,18,8,43,57,64,2,16,11,9,27,13,3,15,7,8,30,1,12,3,19,28,41,22,12,30,27,7,7,59,42,4,34,26,8,29,1,92,56,31,9,28,1,32,2,21,1,24,13,38,38,14,45,44,21,7,11,16,32,33,53,10,13,6,5,14,79,42,34,5,60,20,11,34,40,22,2,41,3,8,55,2,54,11,22,56,4,3,24,24,1,41,8,23.51851851851852,529.60219478738
609,610,12,3,11,29,21,30,12,7,8,1,26,29,4,42,2,27,84,56,1,14,4,37,149,26,9,15,1,14,25,33,6,43,18,57,15,14,23,11,73,7,19,57,30,76,28,28,57,48,5,38,23,6,11,1,32,14,14,18,27,49,36,31,23,6,13,7,2,4,125,19,24,11,17,98,15,12,23,58,10,35,11,29,10,1,28,3,4,12,21,1,17,33,67,8,5,39,61,28,31,19,24.423076923076923,572.0636094674556
610,611,70,8,72,22,16,10,59,64,4,1,13,6,20,17,12,10,53,19,21,8,18,3,15,14,23,43,48,3,6,38,14,1,12,41,39,20,3,26,23,19,1,62,139,83,12,8,3,30,41,2,23,10,6,6,39,12,32,20,24,8,41,64,9,63,7,14,4,14,17,1,57,3,64,2,17,9,21,31,107,19,13,46,19,25,63,59,36,22,11,8,14,7,58,74,37,26,22,45,7,36,25.4,619.76
611,612,123,23,48,43,25,9,25,23,44,65,23,56,24,1,14,64,10,25,11,5,9,17,1,99,157,10,3,18,47,54,11,15,1,248,104,32,12,49,2,46,21,20,64,18,6,9,100,21,31,56,22,7,5,14,55,7,2,26,11,76,47,6,9,96,1,4,9,10,7,70,3,32,29,8,12,34,2,29,23,18,31,26,29,43,42,12,41,36,6,7,25,11,36,16,20,25,51,1,8,105,26.458333333333332,673.5850694444445
612,613,21,48,84,2,13,7,5,2,32,58,28,148,10,52,34,6,29,39,99,70,5,45,41,21,7,28,11,8,13,3,18,26,13,1,32,44,44,14,34,7,21,12,16,8,6,21,35,314,10,9,3,24,60,2,25,12,19,26,1,40,20,36,21,40,47,20,14,14,19,4,14,5,69,64,3,17,38,48,25,10,3,8,34,5,45,6,11,8,13,18,82,36,15,5,29,27,41,9,100,14,27.608695652173914,734.6313799621928
613,614,47,9,10,50,31,15,23,22,21,5,2,29,5,5,3,26,24,13,28,37,25,24,4,6,12,1,21,76,43,11,22,23,43,1,13,14,24,14,13,40,2,89,30,15,69,8,19,11,10,78,18,46,1,89,73,4,14,59,54,31,26,5,22,5,14,20,1,62,223,58,6,17,21,38,12,36,45,15,23,53,56,32,15,25,62,17,36,7,21,7,11,12,24,91,42,41,113,28,6,73,28.863636363636363,804.2458677685951
614,615,42,6,5,34,31,89,15,42,3,8,16,51,12,80,9,21,5,2,16,7,1,17,35,31,4,30,41,49,47,30,3,47,47,52,1,2,85,43,8,22,15,73,16,40,59,70,60,22,27,107,5,8,1,58,56,26,136,5,20,38,22,9,9,11,9,53,28,45,4,4,28,78,92,8,27,19,41,18,29,29,56,51,71,43,8,18,16,28,51,18,11,58,24,6,23,68,47,10,49,46,30.238095238095237,884.1043083900227
615,616,3,66,17,7,22,12,15,39,12,54,31,36,80,56,13,5,36,7,20,4,19,37,57,1,15,5,33,17,36,5,21,66,4,4,62,12,37,2,4,70,25,32,39,8,19,53,27,100,17,27,77,69,1,32,27,14,19,38,3,39,56,80,61,23,52,46,7,27,76,79,38,48,105,37,90,35,9,17,94,10,33,48,23,9,24,4,13,6,88,7,17,8,33,11,46,14,103,10,13,114,31.75,976.3125
616,617,13,39,20,42,13,25,4,29,7,10,28,31,93,16,1,35,6,23,42,7,8,46,2,7,64,3,100,14,6,120,4,18,15,9,37,20,94,26,50,92,1,60,44,52,29,5,2,23,78,53,4,2,63,36,25,40,1,34,35,4,11,15,36,40,35,27,3,3,83,18,99,65,38,48,10,34,242,25,27,20,15,34,26,15,53,5,7,5,4,16,8,4,11,84,52,72,35,5,17,36,33.421052631578945,1083.545706371191
617,618,12,46,20,19,32,81,8,69,8,35,18,22,26,66,15,16,47,25,21,14,51,85,9,90,85,39,16,49,20,17,89,11,2,17,40,24,51,46,32,64,3,10,79,15,19,40,36,32,47,36,9,10,62,15,2,12,16,54,82,57,25,5,41,18,4,2,51,168,7,16,49,157,96,12,6,7,34,67,43,22,40,139,2,56,43,81,3,52,18,34,8,54,33,93,2,35,8,8,17,39,35.27777777777778,1209.2438271604938
618,619,37,53,8,1,80,12,12,21,12,60,14,18,15,14,3,66,95,47,30,2,5,22,5,30,22,12,10,5,46,57,30,10,2,41,1,105,57,77,192,15,72,1,218,200,14,41,11,16,26,45,6,11,151,39,29,8,81,36,39,75,11,41,23,10,2,7,50,44,6,16,7,39,99,33,9,6,118,26,5,58,12,56,51,2,18,2,10,37,21,17,40,4,18,4,28,19,84,21,59,19,37.35294117647059,1357.8892733564014
619,620,2,41,4,18,4,2,27,17,9,128,39,70,22,29,18,32,30,123,127,92,74,1,154,5,6,5,2,5,96,27,11,9,48,65,10,18,25,12,83,30,13,108,20,19,62,1,57,62,76,52,4,26,27,1,88,2,104,246,43,37,39,4,13,21,16,1,67,96,24,19,94,26,149,4,3,7,21,80,6,39,4,20,8,47,38,1,10,31,6,62,27,18,5,46,81,37,11,49,30,13,39.6875,1535.41015625
620,621,7,108,104,20,1,111,20,33,26,36,18,14,13,13,101,33,8,25,1,56,12,25,36,43,13,48,57,32,39,32,43,302,2,55,6,57,42,44,8,19,29,21,66,19,37,144,12,9,93,110,12,28,45,68,20,58,5,71,31,31,3,58,12,25,23,50,35,12,36,26,94,8,26,24,7,65,1,27,15,8,164,33,149,19,43,3,4,40,18,111,116,7,107,4,145,26,18,39,10,2,42.333333333333336,1749.7777777777778
621,622,75,17,19,39,21,51,22,17,85,10,57,31,84,43,10,32,77,35,28,50,74,22,3,17,71,4,13,5,62,16,120,25,77,87,36,6,95,29,91,66,13,45,148,103,110,13,21,14,33,28,107,59,29,65,80,88,28,36,16,49,11,22,76,1,23,70,27,87,3,11,53,50,33,173,142,105,13,11,34,93,7,1,2,57,40,41,1,64,84,4,32,194,38,89,5,171,101,2,10,27,45.357142857142854,2011.9132653061224
622,623,82,19,81,27,18,74,102,5,20,8,34,9,126,10,104,78,80,63,88,57,58,160,57,93,52,72,26,14,19,22,153,69,47,40,154,169,9,2,24,115,95,14,1,106,11,166,41,143,32,87,5,67,1,1,97,89,161,36,20,106,120,8,11,9,8,29,47,3,64,121,17,19,62,12,1,48,82,42,13,13,68,1,14,16,24,121,60,45,21,20,1,56,5,32,56,13,66,102,4,33,48.84615384615385,2337.1005917159764
623,624,207,21,20,3,28,62,27,30,92,13,107,16,97,67,18,207,114,58,94,123,20,29,20,5,56,1,2,123,83,34,3,105,16,83,34,1,48,7,49,32,29,122,15,56,4,15,95,13,5,37,155,42,27,13,275,39,14,21,62,38,24,42,4,146,140,89,46,11,9,1,11,47,19,81,138,110,54,123,60,33,17,27,95,9,28,2,17,230,87,38,23,58,67,9,47,52,38,18,49,93,52.916666666666664,2747.2569444444443
624,625,23,77,1,54,207,6,46,16,3,74,54,63,16,37,47,77,22,49,100,37,43,147,77,83,140,101,16,23,72,141,53,112,138,32,241,80,13,114,108,29,6,21,50,36,20,38,23,83,12,127,25,30,46,42,18,16,122,53,14,20,15,27,51,11,33,15,94,83,77,10,46,43,65,124,123,47,34,84,71,162,27,119,104,18,92,15,114,23,129,85,156,36,33,36,11,58,106,151,19,9,57.72727272727273,3274.710743801653
625,626,42,67,71,53,45,54,96,42,164,65,30,67,6,92,1,24,19,192,133,220,66,47,24,73,72,47,86,2,39,38,121,30,83,34,20,6,153,95,14,225,16,23,16,10,93,47,103,13,137,109,34,37,13,240,3,55,30,79,15,96,81,159,128,35,43,44,20,48,262,11,284,3,89,23,49,108,8,153,3,39,22,7,5,46,31,10,76,13,57,10,2,5,6,16,76,19,29,47,251,24,63.5,3968.75
626,627,23,116,40,124,18,213,37,37,104,202,42,211,70,52,1,37,123,88,60,41,40,63,73,22,32,4,3,57,94,37,32,140,10,160,43,22,43,55,155,43,19,79,51,10,53,12,61,14,22,20,166,213,141,20,17,25,43,26,171,5,67,133,24,138,18,81,135,13,52,45,79,8,18,32,103,11,26,33,32,76,114,11,12,76,42,14,46,78,178,78,16,24,3,49,45,39,53,56,56,20,70.55555555555556,4907.530864197531
627,628,29,1,105,305,54,213,134,23,96,17,324,63,14,11,23,74,22,76,139,42,153,7,16,194,195,65,98,3,53,93,170,37,2,18,85,129,160,25,110,4,41,67,42,24,11,25,52,102,13,41,47,83,32,118,76,18,105,371,59,28,96,65,21,35,17,209,40,14,10,66,61,268,3,13,62,22,67,103,414,10,3,10,44,134,151,2,95,31,31,14,139,17,68,97,66,47,110,86,261,24,79.375,6221.015625
628,629,78,25,30,124,28,71,82,27,183,20,284,31,111,187,129,10,15,232,81,110,129,13,201,39,17,56,12,210,249,93,34,95,89,20,67,146,12,2,22,5,101,85,72,9,107,101,99,11,8,14,84,72,3,56,25,33,29,28,72,3,775,104,92,85,294,69,84,155,70,63,54,84,56,152,176,80,27,17,33,6,17,110,41,44,303,33,86,50,31,379,274,58,68,18,136,177,42,217,112,170,90.71428571428571,8138.367346938776
629,630,480,94,231,193,275,226,30,24,26,160,300,17,53,17,147,18,356,24,73,71,139,127,265,76,59,98,81,69,58,24,31,288,109,4,81,9,57,349,132,6,40,19,221,121,86,52,106,216,186,256,52,352,471,132,83,83,19,156,133,185,589,9,11,94,15,269,1,18,105,15,249,129,36,43,324,87,420,76,39,18,6,246,23,315,40,179,1,197,340,3,2,142,384,38,10,103,25,28,107,58,105.83333333333333,11094.861111111111
